Year,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Percentage of Women CEOs,0.0,0.2,0.4,0.4,0.4,0.4,0.8,1.2,1.4,1.6,1.8,2.0,2.4,2.4,3.0,3.0,2.4,3.6,4.0,4.8,4.8,4.2,6.4,4.8,6.6,7.4,8.2,8.8,10.6
